acc_code,incident_datetime,report_datetime,province_th,province_en,agency,route,vehicle_type,presumed_cause,accident_type,number_of_vehicles_involved,number_of_fatalities,number_of_injuries,weather_condition,latitude,longitude,road_description,slope_description
6680017,2022-04-21T06:01:00Z,2022-08-08T09:42:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.96738677,100.7130432,straight road,no slope
6680041,2022-04-21T07:10:00Z,2022-08-08T09:45:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.69635978,100.6997394,straight road,no slope
6138822,2022-04-21T07:18:00Z,2022-04-22T08:40:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,บางนา-ท่าเรือ,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,straight road,other
6679992,2022-04-21T08:16:00Z,2022-08-08T09:37:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.7305472,100.7217979,straight road,no slope
6143813,2022-04-21T08:31:00Z,2022-04-23T14:28:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.7317692,100.7117396,straight road,no slope
7567883,2022-04-21T09:12:00Z,2023-01-24T07:11:00Z,นครปฐม,Nakhon Pathom,department of highways,นครปฐม - ดอนตูม,4-wheel pickup truck,vehicle equipment failure,rollover/fallen on straight road,1,0,0,clear,13.89410076,100.0613254,straight road,no slope
6149055,2022-04-21T09:34:00Z,2022-05-05T09:36:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,van,other,rear-end collision,7,0,0,rainy,13.74139227,100.6152614,grade-separated intersection/ramps,other
6147787,2022-04-21T14:03:00Z,2022-04-30T09:18:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.73170406,100.7119086,straight road,no slope
6138824,2022-04-21T17:40:00Z,2022-04-22T08:40:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,rear-end collision,3,0,1,clear,13.632354,100.577381,straight road,other
6138825,2022-04-22T07:18:00Z,2022-04-22T08:41:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,บางนา-ท่าเรือ,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,straight road,other
6138832,2022-04-22T07:33:00Z,2022-04-22T08:43:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-อาจณรงค์,other,other,rear-end collision,3,0,0,clear,13.773023,100.606756,straight road,other
7565010,2022-04-22T12:30:00Z,2023-01-20T07:02:00Z,สมุทรปราการ,Samut Prakan,department of highways,บางตำหรุ - คลองด่าน,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.50842556,100.7186356,straight road,no slope
6149048,2022-04-22T14:38:00Z,2022-05-05T09:29:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,4-wheel pickup truck,other,rear-end collision,2,0,0,clear,13.624442,100.666943,straight road,other
6149045,2022-04-22T16:37:00Z,2022-05-05T09:28:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,rear-end collision,3,0,1,clear,13.637099,100.547235,straight road,other
6680015,2022-04-22T18:26:00Z,2022-08-08T09:44:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rear-end collision,2,0,0,clear,14.00351746,100.7071021,straight road,no slope
6149056,2022-04-22T19:40:00Z,2022-05-05T09:36:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,พญาไท-ศรีนครินทร์,other,other,rear-end collision,2,0,0,clear,NA,NA,straight road,other
7560780,2022-04-22T22:15:00Z,2023-01-16T13:54:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.78942803,100.561198,other,other
6566554,2022-04-22T23:57:00Z,2022-04-25T16:19:00Z,กรุงเทพมหานคร,Bangkok,department of rural roads,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,motorcycle,driving under the influence of alcohol,other,1,0,1,clear,13.671214,100.53869,straight road,slope area
6178191,2022-04-23T05:30:00Z,2022-05-10T13:53:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,private/passenger car,speeding,rollover/fallen on straight road,1,0,3,clear,13.73267593,100.7008204,straight road,no slope
6143792,2022-04-23T06:30:00Z,2022-04-23T07:17:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดินแดง-ท่าเรือ,other,other,side collision,2,0,1,clear,NA,NA,wide curve,other
6531780,2022-04-23T11:15:00Z,2022-07-11T10:29:00Z,นครปฐม,Nakhon Pathom,department of highways,หนองตะเลา - รางพิกุล,motorcycle,cutting in closely by people/vehicles/animals,rear-end collision,2,0,3,clear,13.95315885,99.88450079,straight road,no slope
7561189,2022-04-23T14:53:00Z,2023-01-17T06:40:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางแค - คลองมหาสวัสดิ์,motorcycle,cutting in closely by people/vehicles/animals,rear-end collision,2,0,2,clear,13.69329648,100.4075986,straight road,no slope
6143898,2022-04-23T14:55:00Z,2022-04-24T15:18:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.76197334,100.6956759,straight road,no slope
